osm_id,landuse,building,geometry
,,industrial,"POLYGON ((121.019792 14.7285926, 121.0198581 14.7284272, 121.0193318 14.7282304, 121.0192657 14.7283957, 121.019792 14.7285926))"
,,industrial,"POLYGON ((121.0191762 14.7294412, 121.019204 14.7293897, 121.019197 14.7293181, 121.0192225 14.7292532, 121.0192132 14.7291905, 121.0192456 14.7291166, 121.0192364 14.7290517, 121.0192618 14.7289846, 121.0191346 14.7288973, 121.0189147 14.7288772, 121.0188476 14.7294143, 121.0191762 14.7294412))"
,,industrial,"POLYGON ((121.0200741 14.7296471, 121.0198473 14.729374, 121.0199121 14.7291256, 121.0195187 14.7290338, 121.0193012 14.7289846, 121.0192711 14.7294636, 121.0193891 14.7294859, 121.0194979 14.7294748, 121.0195025 14.7294457, 121.0196761 14.7294591, 121.0197663 14.7296225, 121.0196715 14.7296784, 121.0197478 14.729815, 121.0200741 14.7296471))"
,industrial,,"POLYGON ((121.0366525 14.7271824, 121.0368876 14.7272544, 121.0371937 14.7272291, 121.037529 14.7272602, 121.0376269 14.7272284, 121.0377918 14.7271915, 121.0379232 14.7269723, 121.0380641 14.7266882, 121.0369791 14.7267232, 121.0366881 14.7271298, 121.0366525 14.7271824))"
14713541,industrial,,"POLYGON ((121.0380513 14.7300534, 121.0377737 14.7297726, 121.037469 14.7299247, 121.037254 14.730032, 121.0372514 14.7306163, 121.0364956 14.7303297, 121.0363085 14.7306545, 121.0372525 14.7310273, 121.0382563 14.7305551, 121.038413 14.7303767, 121.0380513 14.7300534))"
,industrial,,"POLYGON ((121.0370311 14.7322342, 121.0369374 14.7324184, 121.0372534 14.7325689, 121.0373472 14.7323846, 121.0370311 14.7322342))"
,industrial,,"POLYGON ((121.033389 14.7355793, 121.0335217 14.7353549, 121.0329397 14.7351759, 121.0328002 14.7351202, 121.0326795 14.7353549, 121.0328069 14.7354003, 121.033389 14.7355793))"
,industrial,,"POLYGON ((121.0345419 14.7353862, 121.0343488 14.7353019, 121.0342817 14.735428, 121.0338311 14.7351686, 121.0336943 14.7353849, 121.0339685 14.7358927, 121.0341435 14.7360091, 121.0345526 14.7361424, 121.0345419 14.7353862))"
,industrial,,"POLYGON ((121.0218065 14.7360112, 121.0221276 14.7359185, 121.0219769 14.7356737, 121.0218129 14.7357684, 121.0217564 14.7356825, 121.0215774 14.735813, 121.0217368 14.7360313, 121.0218065 14.7360112))"
14713772,industrial,,"POLYGON ((121.0374007 14.7375321, 121.037865 14.7376572, 121.0378975 14.7374164, 121.0380978 14.7374478, 121.0381339 14.7374914, 121.0383504 14.7375037, 121.0383955 14.7371389, 121.0384623 14.7370308, 121.0383667 14.7368912, 121.0383811 14.7367324, 121.0387512 14.7366881, 121.0387757 14.736506, 121.0387728 14.7361178, 121.0385608 14.7361061, 121.0384658 14.736098, 121.038276 14.7360871, 121.0377929 14.7360919, 121.0373418 14.7360658, 121.0372642 14.7360396, 121.0364909 14.7360371, 121.0364862 14.7362079, 121.0364571 14.7367103, 121.0366966 14.7367224, 121.0366854 14.7370362, 121.0368879 14.7370242, 121.0368838 14.7371889, 121.037084 14.7371817, 121.0371055 14.737416, 121.0374007 14.7375321))"
,industrial,,"POLYGON ((121.0295239 14.7403845, 121.0297184 14.7403859, 121.0296983 14.7395507, 121.029654 14.7391318, 121.0294944 14.7391512, 121.0295239 14.7403845))"
,industrial,,"POLYGON ((121.0279253 14.740373, 121.0279991 14.7399112, 121.0275538 14.7399073, 121.027468 14.7403794, 121.0279253 14.740373))"
,industrial,,"POLYGON ((121.0228506 14.7395552, 121.0228077 14.7408463, 121.0231396 14.7406933, 121.023155 14.7398697, 121.0228506 14.7395552))"
,,industrial,"POLYGON ((121.0192017 14.7296202, 121.0192387 14.729533, 121.0192294 14.7294613, 121.0188453 14.7294367, 121.0188337 14.7296091, 121.0192017 14.7296202))"
,,industrial,"POLYGON ((121.0191808 14.7301149, 121.0193266 14.73005, 121.0195465 14.7299246, 121.0196044 14.7297165, 121.0195187 14.7295688, 121.0192734 14.7295195, 121.019116 14.7300836, 121.0191808 14.7301149))"
,,industrial,"POLYGON ((121.0190952 14.7300656, 121.0191808 14.7297635, 121.0191924 14.7296449, 121.0189911 14.7296359, 121.0188106 14.7296247, 121.0187527 14.7300231, 121.0190952 14.7300656))"
,,industrial,"POLYGON ((121.0143379 14.7304185, 121.0141984 14.7302246, 121.0140033 14.7305638, 121.0141911 14.7306669, 121.0143379 14.7304185))"
,,industrial,"POLYGON ((121.0143855 14.7307745, 121.0144942 14.7306092, 121.0143446 14.7304315, 121.0142025 14.7306701, 121.0143855 14.7307745))"
,,industrial,"POLYGON ((121.0199006 14.7308647, 121.0198034 14.7304618, 121.01944 14.7305424, 121.0195419 14.7309408, 121.0199006 14.7308647))"
,industrial,,"POLYGON ((121.0141093 14.7420525, 121.0143761 14.7420823, 121.0143694 14.7422522, 121.0144646 14.7422753, 121.0145143 14.7422873, 121.0145143 14.7425363, 121.014529 14.7430175, 121.0150185 14.7431653, 121.0156904 14.7435012, 121.0156877 14.7432639, 121.0157346 14.7427964, 121.0157669 14.742474, 121.0160621 14.7422456, 121.0161991 14.7421396, 121.0168129 14.7416647, 121.0167855 14.7416335, 121.0159466 14.7406777, 121.0158224 14.7407035, 121.015528 14.7407647, 121.0145478 14.7409683, 121.014061 14.7409592, 121.0141093 14.7420525))"
,,industrial,"POLYGON ((121.0157716 14.7530892, 121.016064 14.7526794, 121.0158795 14.7525563, 121.0155871 14.7529661, 121.0157716 14.7530892))"
,,industrial,"POLYGON ((121.0163006 14.7527716, 121.0161152 14.7526469, 121.0157719 14.7531241, 121.0159573 14.7532489, 121.0163006 14.7527716))"
,,industrial,"POLYGON ((121.0165626 14.7531672, 121.0166994 14.7529752, 121.016534 14.752865, 121.0163972 14.7530569, 121.0165626 14.7531672))"
,,industrial,"POLYGON ((121.0137423 14.7316578, 121.0143862 14.7307849, 121.0139991 14.730576, 121.0134486 14.7315064, 121.0137423 14.7316578))"
18477509,industrial,,"POLYGON ((121.0084122 14.7371876, 121.0086174 14.7371318, 121.0086751 14.7374068, 121.0085678 14.737447, 121.0086201 14.7377258, 121.0086657 14.7377336, 121.0086738 14.7378659, 121.0085155 14.7380955, 121.0087743 14.7382265, 121.008887 14.7381629, 121.0089058 14.7381953, 121.0091498 14.7381629, 121.0093108 14.7389982, 121.0093524 14.738993, 121.0093725 14.7392446, 121.0094362 14.7392349, 121.0094418 14.7395015, 121.0094604 14.7395942, 121.009589 14.7397081, 121.0097221 14.7396403, 121.0098484 14.7396863, 121.0101076 14.7396827, 121.0104521 14.7396454, 121.0104883 14.7397102, 121.0105097 14.7400241, 121.0106036 14.7400085, 121.010562 14.7398178, 121.0105526 14.7396946, 121.0105285 14.7396402, 121.0106894 14.7396324, 121.0104816 14.7382939, 121.0105111 14.7382874, 121.0104789 14.7380488, 121.0102985 14.7380831, 121.0102176 14.7377277, 121.0101389 14.737305, 121.0113801 14.7370786, 121.011541 14.7371435, 121.0117382 14.7370475, 121.0116014 14.7363679, 121.0117127 14.7358984, 121.0118401 14.7357635, 121.0119849 14.7354743, 121.0120761 14.7353899, 121.012347 14.7353342, 121.0124637 14.7351721, 121.0125965 14.7351552, 121.0128178 14.7353186, 121.0128942 14.735316, 121.0130082 14.735185, 121.0129747 14.7351189, 121.0128956 14.7351007, 121.0128164 14.7350203, 121.0128178 14.7348919, 121.0128875 14.7347648, 121.0124624 14.7348569, 121.0122035 14.7349178, 121.0121177 14.73515, 121.011879 14.7352823, 121.0117476 14.7352836, 121.0115518 14.7353549, 121.0114861 14.7354885, 121.0113989 14.7355534, 121.0112768 14.7355624, 121.0111468 14.7354276, 121.0108638 14.7354418, 121.0110676 14.735591, 121.0108866 14.7359191, 121.0107605 14.7360164, 121.0105138 14.735984, 121.010149 14.736163, 121.0101047 14.7360657, 121.0100175 14.7360488, 121.0099009 14.7360787, 121.0094959 14.7365404, 121.0092759 14.7367246, 121.0089715 14.7368296, 121.0088092 14.7367323, 121.0087006 14.7367557, 121.0085732 14.7368348, 121.0085396 14.736923, 121.0084796 14.7369242, 121.0083948 14.7369256, 121.0082768 14.7370696, 121.0084122 14.7371876))"
,,industrial,"POLYGON ((121.0096144 14.7408611, 121.0095701 14.740687, 121.0091469 14.7407878, 121.0091913 14.7409619, 121.0096144 14.7408611))"
,,industrial,"POLYGON ((121.0094731 14.7418955, 121.0092822 14.7412056, 121.0089884 14.7412816, 121.0089961 14.7413666, 121.008998 14.7414433, 121.0089926 14.7414907, 121.0089793 14.7415355, 121.0089708 14.7415844, 121.0089712 14.7416212, 121.008981 14.7416576, 121.0091172 14.7419875, 121.0094731 14.7418955))"
,,industrial,"POLYGON ((121.0099633 14.7417992, 121.0098858 14.7414927, 121.0096532 14.7415477, 121.0097308 14.7418542, 121.0099633 14.7417992))"
,,industrial,"POLYGON ((121.0105385 14.7424161, 121.0104973 14.7422606, 121.0104353 14.7420273, 121.0104202 14.7417485, 121.0103138 14.7413641, 121.0102062 14.7409752, 121.0101774 14.7409458, 121.0098315 14.7410353, 121.0102108 14.7424895, 121.0105385 14.7424161))"
,industrial,,"POLYGON ((121.0077097 14.7590823, 121.0077129 14.7587093, 121.0089328 14.7586984, 121.0089649 14.7584287, 121.0089558 14.7584056, 121.0077853 14.7584196, 121.0077451 14.7584292, 121.0077526 14.7581278, 121.0074414 14.7581174, 121.00742 14.7590408, 121.0077097 14.7590823))"
,,industrial,"POLYGON ((121.007765 14.7591304, 121.0077601 14.7587499, 121.00896 14.7587355, 121.0089558 14.7584056, 121.0077853 14.7584196, 121.0077821 14.7581665, 121.0074669 14.7581703, 121.0074792 14.7591339, 121.007765 14.7591304))"
,industrial,,"POLYGON ((121.0079028 14.7659809, 121.0089328 14.7642691, 121.0091184 14.7643739, 121.0093651 14.7640108, 121.0087504 14.7636783, 121.0075273 14.7657734, 121.0079028 14.7659809))"
19315328,industrial,,"POLYGON ((121.0101181 14.7811088, 121.0098358 14.7813623, 121.0094127 14.7816528, 121.0102817 14.7847532, 121.0112923 14.7845056, 121.0114599 14.783806, 121.0118254 14.7832691, 121.0118763 14.7831168, 121.0118086 14.7829858, 121.0118163 14.7828448, 121.0118951 14.7827485, 121.0118232 14.7826107, 121.0118222 14.7824681, 121.0117109 14.782078, 121.0115715 14.7818836, 121.01206 14.7816243, 121.0117677 14.7814375, 121.0110126 14.7807334, 121.0107028 14.780771, 121.0105567 14.7808349, 121.0105436 14.780865, 121.0101181 14.7811088))"
,,industrial,"POLYGON ((121.0163479 14.7535435, 121.0165732 14.7532296, 121.0163623 14.753088, 121.016137 14.7534019, 121.0163479 14.7535435))"
,,industrial,"POLYGON ((121.0165607 14.7536979, 121.0169469 14.7531765, 121.0167593 14.7530465, 121.016373 14.7535679, 121.0165607 14.7536979))"
,,industrial,"POLYGON ((121.0158218 14.754089, 121.0161973 14.7535807, 121.0156757 14.7532203, 121.0153002 14.7537287, 121.0158218 14.754089))"
,,industrial,"POLYGON ((121.0162221 14.7539084, 121.0163428 14.7537554, 121.0161906 14.7536431, 121.0160699 14.7537961, 121.0162221 14.7539084))"
,,industrial,"POLYGON ((121.0136996 14.7688751, 121.0139095 14.7689577, 121.0147921 14.76712, 121.014134 14.7668706, 121.0134224 14.7685021, 121.0136996 14.7688751))"
,industrial,,"POLYGON ((121.0136996 14.7688751, 121.0139005 14.7691067, 121.0144764 14.769465, 121.0149133 14.7696325, 121.0149335 14.7696091, 121.0151458 14.769183, 121.0150589 14.7690266, 121.0148648 14.7689347, 121.0149497 14.7687588, 121.0149315 14.7687001, 121.0151519 14.7685359, 121.015356 14.7682232, 121.0152509 14.7680785, 121.0152145 14.7679026, 121.0152388 14.7676426, 121.0152731 14.7673221, 121.014134 14.7668706, 121.0134224 14.7685021, 121.0136996 14.7688751))"
,,industrial,"POLYGON ((121.0140784 14.7691126, 121.0147213 14.7694038, 121.0146869 14.7694977, 121.0149335 14.7696091, 121.0151458 14.769183, 121.0150589 14.7690266, 121.0148648 14.7689347, 121.0149497 14.7687588, 121.0149315 14.7687001, 121.0151519 14.7685359, 121.015356 14.7682232, 121.0152509 14.7680785, 121.0152145 14.7679026, 121.0152388 14.7676426, 121.0152731 14.7673221, 121.0148911 14.7671735, 121.0140077 14.769052, 121.0140784 14.7691126))"
,,industrial,"POLYGON ((121.0149494 14.7708001, 121.0150942 14.7702628, 121.0148997 14.7702078, 121.0147486 14.7707505, 121.0149494 14.7708001))"
,,industrial,"POLYGON ((121.0151649 14.7708627, 121.0152869 14.7702848, 121.0151162 14.7702415, 121.0149942 14.7707998, 121.0151649 14.7708627))"
,,industrial,"POLYGON ((121.0153837 14.7709062, 121.015542 14.7702993, 121.0153033 14.7702397, 121.015196 14.7708518, 121.0153837 14.7709062))"
,,industrial,"POLYGON ((121.0155795 14.7709581, 121.0157297 14.7703175, 121.0155473 14.7702734, 121.0154025 14.7709011, 121.0155795 14.7709581))"
,,industrial,"POLYGON ((121.0157512 14.7710048, 121.0157578 14.7709803, 121.0159202 14.7703823, 121.0157378 14.7702993, 121.0156037 14.7709607, 121.0157512 14.7710048))"
,,industrial,"POLYGON ((121.0159658 14.7710411, 121.0160891 14.7704005, 121.015947 14.7703797, 121.0157578 14.7709803, 121.0159658 14.7710411))"
,,industrial,"POLYGON ((121.0163064 14.7711293, 121.0164378 14.7704783, 121.0162501 14.7704238, 121.0160999 14.7710878, 121.0163064 14.7711293))"
,,industrial,"POLYGON ((121.0164888 14.771163, 121.0166175 14.7705328, 121.0164378 14.7704783, 121.0163386 14.7711345, 121.0164888 14.771163))"
,,industrial,"POLYGON ((121.0166739 14.7711941, 121.0168294 14.7705717, 121.0166175 14.7705328, 121.0165076 14.7711578, 121.0166739 14.7711941))"
,industrial,,"POLYGON ((121.0145337 14.7715369, 121.0146306 14.7715628, 121.0167219 14.7721225, 121.0169686 14.7719046, 121.0173763 14.7717905, 121.0169611 14.7705311, 121.0169485 14.7704974, 121.0148121 14.7700372, 121.0143186 14.7714793, 121.0145337 14.7715369))"
,,industrial,"POLYGON ((121.0146306 14.7715628, 121.0147644 14.7709379, 121.0146786 14.7708809, 121.0145337 14.7715369, 121.0146306 14.7715628))"
,,industrial,"POLYGON ((121.0146306 14.7715628, 121.0147698 14.7715656, 121.0148986 14.7709639, 121.0147644 14.7709379, 121.0146306 14.7715628))"
,,industrial,"POLYGON ((121.0152282 14.7716428, 121.0153945 14.7716791, 121.0155903 14.770984, 121.0154079 14.7709348, 121.0152282 14.7716428))"
12697948,industrial,,"POLYGON ((121.0414053 14.7272222, 121.0408831 14.7273393, 121.0409394 14.7276934, 121.0415105 14.7276538, 121.0414053 14.7272222))"
12697949,industrial,,"POLYGON ((121.0409394 14.7276934, 121.0408831 14.7273393, 121.0408214 14.7272797, 121.0404713 14.7271811, 121.0403887 14.7276439, 121.0409319 14.7277659, 121.0409702 14.7280074, 121.0415818 14.7279464, 121.0415105 14.7276538, 121.0409394 14.7276934))"
18917459,industrial,,"POLYGON ((121.0471866 14.7282966, 121.0461439 14.7283053, 121.0464681 14.7285851, 121.0464755 14.7286811, 121.046215 14.7288144, 121.0463055 14.7290044, 121.0466498 14.7288699, 121.0466706 14.7289321, 121.0471972 14.7289246, 121.0471866 14.7282966))"
,industrial,,"POLYGON ((121.0440991 14.7299311, 121.0444255 14.729474, 121.0442548 14.7293703, 121.0439619 14.7298381, 121.0440991 14.7299311))"
14721667,industrial,,"POLYGON ((121.0447413 14.7294502, 121.0446063 14.7292645, 121.0441254 14.729959, 121.0444528 14.7301851, 121.0447931 14.7297211, 121.0447413 14.7294502))"
14721672,industrial,,"POLYGON ((121.045384 14.7295365, 121.0448451 14.7291491, 121.0446063 14.7292645, 121.0447413 14.7294502, 121.0447931 14.7297211, 121.0448942 14.7302293, 121.0447686 14.7304106, 121.0450839 14.7306308, 121.0452568 14.7307063, 121.0454007 14.7307228, 121.045384 14.7295365))"
14721675,industrial,,"POLYGON ((121.0463299 14.7308602, 121.0463192 14.729912, 121.0461227 14.729911, 121.0461441 14.7308427, 121.0463299 14.7308602))"
,industrial,,"POLYGON ((121.0439736 14.7308342, 121.0440702 14.7306299, 121.0441064 14.7303945, 121.0441487 14.7301714, 121.0439763 14.7300495, 121.0436048 14.7306799, 121.0437731 14.7309412, 121.0439703 14.7309406, 121.0439736 14.7308342))"
14721669,industrial,,"POLYGON ((121.0441688 14.7314704, 121.044608 14.7311818, 121.0448004 14.7306222, 121.044683 14.7305417, 121.0441996 14.7302103, 121.0441466 14.7306332, 121.044028 14.7308591, 121.0440401 14.7315027, 121.0441688 14.7314704))"
14721686,industrial,,"POLYGON ((121.0459685 14.7310164, 121.0458411 14.7316494, 121.0466197 14.7317134, 121.0467244 14.7312733, 121.0467531 14.7311524, 121.0459685 14.7310164))"
14721685,industrial,,"POLYGON ((121.0465449 14.7318964, 121.0465336 14.732069, 121.0470085 14.7321632, 121.0472054 14.7314903, 121.0470643 14.7314603, 121.0470974 14.7313405, 121.0467244 14.7312733, 121.0466197 14.7317134, 121.0465449 14.7318964))"
14721668,industrial,,"POLYGON ((121.0448004 14.7306222, 121.044608 14.7311818, 121.0441688 14.7314704, 121.0440401 14.7315027, 121.0440015 14.731547, 121.0439435 14.7318292, 121.0439976 14.7319182, 121.0440534 14.7320633, 121.0440384 14.7321129, 121.043859 14.7324172, 121.0437934 14.7327507, 121.0437195 14.7328958, 121.0439906 14.7330129, 121.0442633 14.7324667, 121.0443833 14.7324237, 121.0449309 14.7324197, 121.0452081 14.7325547, 121.0454589 14.7324743, 121.04566 14.7325136, 121.045625 14.732413, 121.0457634 14.7323094, 121.0458711 14.7322959, 121.045902 14.7322338, 121.045808 14.7319816, 121.045644 14.7318594, 121.0454921 14.7318792, 121.0450637 14.7319252, 121.0452879 14.7308791, 121.0448004 14.7306222))"
,industrial,,"POLYGON ((121.0487205 14.73541, 121.0488465 14.7350129, 121.0487734 14.7346394, 121.048495 14.7345826, 121.0483185 14.7353411, 121.0487205 14.73541))"
,industrial,,"POLYGON ((121.0447479 14.7362228, 121.0460328 14.7368983, 121.0473714 14.7372273, 121.0473909 14.7371458, 121.0460576 14.7368478, 121.0453791 14.7364996, 121.0439797 14.7357324, 121.0439713 14.7354777, 121.0436998 14.7351865, 121.0435331 14.7349568, 121.0432148 14.7347952, 121.0426896 14.7360215, 121.042664 14.7370436, 121.0422648 14.7370299, 121.0424386 14.7373791, 121.0426895 14.7377985, 121.042646 14.7379563, 121.0432187 14.7380362, 121.0440372 14.7381459, 121.0440454 14.7370851, 121.043694 14.7370631, 121.0436992 14.736185, 121.0437352 14.7359451, 121.0437798 14.7358659, 121.0438697 14.7358348, 121.0439314 14.7357881, 121.0447479 14.7362228))"
,industrial,,"POLYGON ((121.0470887 14.7431825, 121.0471262 14.7430158, 121.0468926 14.7428741, 121.0466672 14.7428372, 121.0463575 14.7429221, 121.0463172 14.743129, 121.0470887 14.7431825))"
,industrial,,"POLYGON ((121.0459536 14.7480396, 121.0459824 14.7473924, 121.0454549 14.7473635, 121.0453209 14.7480429, 121.0459536 14.7480396))"
14923832,industrial,,"POLYGON ((121.046491 14.749422, 121.0465613 14.7487637, 121.0452557 14.748797, 121.0451686 14.7491973, 121.045083 14.7492245, 121.0450399 14.7494397, 121.0452668 14.7494414, 121.046491 14.749422))"
14923831,industrial,,"POLYGON ((121.0449687 14.7498768, 121.0451896 14.7499205, 121.0452668 14.7494414, 121.0450399 14.7494397, 121.0449687 14.7498768))"
14909704,industrial,,"POLYGON ((121.0431844 14.7518843, 121.0431804 14.7509961, 121.0445885 14.7510195, 121.0449225 14.7494399, 121.0434754 14.7494434, 121.0417172 14.7494476, 121.0416126 14.7498834, 121.0413303 14.7501713, 121.0412277 14.7502783, 121.041166 14.7504197, 121.0410628 14.7507899, 121.0408784 14.7511317, 121.0409407 14.7514734, 121.0413999 14.751861, 121.0431844 14.7518843))"
14909703,industrial,,"POLYGON ((121.0443956 14.7519102, 121.0445885 14.7510195, 121.0431804 14.7509961, 121.0431844 14.7518843, 121.0443956 14.7519102))"
,industrial,,"POLYGON ((121.060916 14.7430956, 121.0607448 14.7429466, 121.0606846 14.7430112, 121.0608558 14.7431603, 121.060916 14.7430956))"
,,industrial,"POLYGON ((121.0672337 14.7513826, 121.0672432 14.7515867, 121.0676545 14.7515926, 121.067653 14.7513796, 121.0672337 14.7513826))"
,industrial,,"POLYGON ((121.0655057 14.7657946, 121.0654655 14.7651293, 121.0648365 14.7651255, 121.0647359 14.7653355, 121.0647573 14.765804, 121.0655057 14.7657946))"
,,industrial,"POLYGON ((121.0696558 14.7701038, 121.0687733 14.7684231, 121.0685051 14.7685547, 121.0685303 14.7686027, 121.0684361 14.7686489, 121.0683699 14.7685226, 121.0682768 14.7685683, 121.0683608 14.7687282, 121.0675537 14.7691243, 121.0683934 14.7707236, 121.0696558 14.7701038))"
,industrial,,"POLYGON ((121.0711122 14.7706254, 121.070699 14.7705826, 121.0704558 14.7704886, 121.0702017 14.7700861, 121.0693936 14.7685859, 121.0689828 14.7680894, 121.0686963 14.767943, 121.0675395 14.7681364, 121.066734 14.7681312, 121.065961 14.7682462, 121.0646448 14.7691086, 121.0655818 14.7708036, 121.0664078 14.7724975, 121.0664143 14.7725109, 121.0665537 14.7727988, 121.0679935 14.7723075, 121.0693179 14.771466, 121.0699882 14.7711994, 121.0704044 14.7710374, 121.071072 14.7709642, 121.0711122 14.7706254))"
,,industrial,"POLYGON ((121.0686304 14.7711118, 121.0694617 14.7706951, 121.0694199 14.770617, 121.0694996 14.7705771, 121.0695103 14.7705971, 121.0696205 14.7705419, 121.0696076 14.7705179, 121.0696858 14.7704788, 121.0697024 14.7705097, 121.0697323 14.7704948, 121.0697493 14.7705266, 121.0698566 14.7704728, 121.0698381 14.7704384, 121.070013 14.7703507, 121.0699426 14.7702195, 121.0685313 14.770927, 121.0686304 14.7711118))"
,,industrial,"POLYGON ((121.0699562 14.7707249, 121.0698995 14.7706157, 121.0692792 14.7709172, 121.0693359 14.7710262, 121.0699562 14.7707249))"
,,industrial,"POLYGON ((121.0688978 14.771252, 121.0693359 14.7710262, 121.0692792 14.7709172, 121.0688388 14.7711464, 121.0688978 14.771252))"
,,industrial,"POLYGON ((121.0674299 14.7716893, 121.0673573 14.7715603, 121.067048 14.7717232, 121.0672034 14.7719991, 121.0672765 14.7719606, 121.0673208 14.7720392, 121.0674311 14.7719811, 121.0673787 14.771888, 121.067425 14.7718637, 121.0674633 14.7719318, 121.0677331 14.7717899, 121.0677642 14.7718452, 121.0678728 14.771788, 121.067802 14.7716622, 121.0680983 14.7715063, 121.068113 14.7715323, 121.0681714 14.7715016, 121.0680165 14.7712265, 121.06755 14.7714721, 121.0676169 14.7715908, 121.0674299 14.7716893))"
,industrial,,"POLYGON ((121.0735889 14.7928509, 121.0738724 14.7929502, 121.0739648 14.7929661, 121.0739984 14.7927696, 121.0737444 14.7927272, 121.0737559 14.7926402, 121.0737155 14.7926352, 121.0737403 14.7924521, 121.0735644 14.7924229, 121.073254 14.7923745, 121.0731563 14.7923779, 121.0731563 14.7924272, 121.0732775 14.7929445, 121.0733532 14.7929211, 121.0734249 14.7929441, 121.0735889 14.7928509))"
,industrial,,"POLYGON ((121.0396812 14.7562524, 121.0394325 14.7562655, 121.0394229 14.7570741, 121.0408103 14.7572355, 121.0408008 14.7568604, 121.0404368 14.7568657, 121.0403099 14.7564231, 121.0402182 14.7560949, 121.040049 14.7560949, 121.0399951 14.7558271, 121.0398835 14.755796, 121.0396859 14.755736, 121.0396812 14.7562524))"
,industrial,,"POLYGON ((121.0486184 14.7579165, 121.0493098 14.7566918, 121.048957 14.7565652, 121.0488275 14.7568095, 121.0483059 14.7577938, 121.0486184 14.7579165))"
,industrial,,"POLYGON ((121.0450166 14.7563188, 121.0448061 14.7575534, 121.044647 14.758487, 121.0456502 14.7584933, 121.0457142 14.7582828, 121.046229 14.7566163, 121.0462961 14.7563987, 121.0450166 14.7563188))"
,,industrial,"POLYGON ((121.0459448 14.7909345, 121.0459466 14.7908299, 121.0454074 14.7908402, 121.0454083 14.7909414, 121.0459448 14.7909345))"
,,industrial,"POLYGON ((121.0453802 14.7910848, 121.045382 14.7909901, 121.0451732 14.7909946, 121.045172 14.7910876, 121.0453802 14.7910848))"
,,industrial,"POLYGON ((121.0459458 14.7911011, 121.0459464 14.7909802, 121.0454155 14.7909831, 121.0454178 14.7911069, 121.0459458 14.7911011))"
,,industrial,"POLYGON ((121.0450179 14.7912166, 121.0450185 14.7911013, 121.0444182 14.7911052, 121.0444188 14.7912192, 121.0450179 14.7912166))"
,,industrial,"POLYGON ((121.0443847 14.791207, 121.0443739 14.7911445, 121.0442774 14.7911584, 121.0442892 14.7912199, 121.0443847 14.791207))"
,,industrial,"POLYGON ((121.0453575 14.7912481, 121.0453595 14.7911263, 121.0452247 14.7911289, 121.0452233 14.7912488, 121.0453575 14.7912481))"
,,industrial,"POLYGON ((121.0459122 14.79125, 121.0459086 14.7911297, 121.0454249 14.7911377, 121.0454255 14.7912523, 121.0459122 14.79125))"
,industrial,,"POLYGON ((121.0552571 14.7182632, 121.0555179 14.7179377, 121.0552771 14.7177572, 121.0550163 14.7180828, 121.0552571 14.7182632))"
,industrial,,"POLYGON ((121.0511141 14.7205915, 121.0508546 14.7203541, 121.0506765 14.7205362, 121.050936 14.7207736, 121.0511141 14.7205915))"
,industrial,,"POLYGON ((121.0537729 14.7230583, 121.053591 14.7232429, 121.0537577 14.7233965, 121.0539396 14.7232119, 121.0537729 14.7230583))"
17875905,industrial,,"POLYGON ((121.0570771 14.7281629, 121.0574292 14.728388, 121.0576036 14.728127, 121.0572657 14.7278992, 121.0570771 14.7281629))"
,industrial,,"POLYGON ((121.052087 14.7339637, 121.0521717 14.7337111, 121.0518683 14.7336159, 121.0517835 14.7338685, 121.052087 14.7339637))"
,industrial,,"POLYGON ((121.0566236 14.7931499, 121.0552864 14.7935282, 121.0552182 14.793887, 121.0551896 14.7943057, 121.0557523 14.7947685, 121.0562824 14.7950349, 121.0560489 14.7952878, 121.0560745 14.7953171, 121.055778 14.7956016, 121.0557955 14.7957393, 121.0555677 14.7962104, 121.0552361 14.7965807, 121.0551767 14.7967006, 121.0554661 14.796908, 121.0557006 14.7970132, 121.0559534 14.7970736, 121.0562101 14.7970958, 121.0564374 14.7971448, 121.0567975 14.7971982, 121.0568185 14.7970257, 121.056875 14.7967848, 121.0569525 14.7965802, 121.0571322 14.7962856, 121.0580367 14.7954724, 121.0570519 14.792998, 121.0566236 14.7931499))"
,industrial,,"POLYGON ((121.0582799 14.8571231, 121.0581431 14.8570349, 121.0578454 14.8573642, 121.0579312 14.8574782, 121.0582799 14.8571231))"
,industrial,,"POLYGON ((121.0586272 14.8575392, 121.0585146 14.8573681, 121.0581002 14.857731, 121.0581672 14.8578321, 121.0586272 14.8575392))"
,industrial,,"POLYGON ((121.0587761 14.8577712, 121.0586795 14.8576131, 121.0582396 14.8579371, 121.0583121 14.8580434, 121.0587761 14.8577712))"
,industrial,,"POLYGON ((121.0453889 14.7914769, 121.0454292 14.7914764, 121.0458269 14.7914715, 121.0459368 14.7914701, 121.0459443 14.791308, 121.0460299 14.7913095, 121.0460315 14.790849, 121.0461093 14.7908399, 121.046114 14.7906924, 121.0458307 14.7906804, 121.045689 14.7907045, 121.0454275 14.7907963, 121.0452064 14.7908595, 121.0449184 14.7909408, 121.0441821 14.7910386, 121.0444561 14.7918108, 121.0453917 14.7918183, 121.0453889 14.7914769))"
,,industrial,"POLYGON ((121.0451501 14.7913499, 121.0451502 14.7912264, 121.0444213 14.7912263, 121.0444212 14.7913497, 121.0451501 14.7913499))"
